miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;;;55;55;65;65;;;
2;Алтайская государственная педагогическая академия;;;75;75;70;70;;;
3;Алтайский государственный технический университет им. И.И. Ползунова;;;80;80;75;75;;;
4;Алтайский государственный университет;;;75;75;75;65;;;
5;Амурский государственный университет;;;75;75;70;65;;;
6;Амурский гуманитарно-педагогический государственный университет;;;80;75;75;65;;;
7;Ангарская государственная техническая академия;;;80;75;75;80;;;
9;Армавирская государственная педагогическая академия;;;75;70;65;70;;;
11;Астраханский государственный университет;;;80;75;70;65;;;
12;Байкальский государственный университет экономики и права;;;75;70;70;65;;;
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;;;80;75;80;80;;;
14;Башкирский государственный педагогический университет им. М. Акмуллы;;;80;70;70;70;;;
15;Башкирский государственный университет;;;75;75;75;70;;;
16;Белгородский государственный технологический университет им. В.Г. Шухова;;;85;80;75;75;;;
17;Белгородский государственный национальный исследовательский университет;;;80;75;75;70;;;
19;Алтайская государственная академия образования имени В.М. Шукшина;;;75;70;65;70;;;
21;Благовещенский государственный педагогический университет;;;80;80;75;70;;;
23;Братский государственный университет;;;80;75;75;70;;;
24;Брянская государственная инженерно-технологическая академия;;;75;75;70;65;;;
25;Брянский государственный технический университет;;;75;80;70;65;;;
26;Брянский государственный университет имени академика И.Г. Петровского.;;;75;75;65;65;;;
27;Бурятский государственный университет;;;70;65;60;65;;;
28;Владивостокский государственный университет экономики и сервиса;;;75;75;65;65;;;
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;;;80;80;80;80;;;
33;Волгоградский государственный архитектурно-строительный университет;;;80;;;;;;
34;Волгоградский государственный социально-педагогический университет;;;80;;75;75;;;
35;Волгоградский государственный технический университет;;;80;70;70;70;;;
36;Волгоградский государственный университет;;;75;70;75;75;;;
39;Вологодский государственный университет;;;85;80;75;75;;;
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;;;70;70;65;65;;;
41;Воронежский государственный университет инженерных технологий;;;85;80;75;70;;;
42;Воронежский государственный архитектурно-строительный университет;;;75;;;;;;
43;Воронежский государственный педагогический университет;;;80;80;75;75;;;
44;Воронежский государственный технический университет;;;80;75;70;75;;;
45;Воронежский государственный университет ;;;80;80;75;70;;;
46;Восточно-Сибирский государственный университет технологий и управления;;;70;65;60;60;;;
48;Высшая школа народных искусств (институт);;;70;65;45;55;;;
49;Вятский государственный гуманитарный университет;;;80;;;;;;
50;Вятский государственный университет;;;90;85;80;75;;;
51;Гжельский государственный художественно-промышленный институт;;;75;70;70;80;;;
52;Глазовский государственный педагогический институт имени В.Г. Короленко;;;90;85;85;90;;;
53;Горно-Алтайский государственный университет;;;65;60;60;60;;;
54;Государственная академия славянской культуры;;;0;;;;;;
55;Государственная классическая академия имени Маймонида;;;;;;;;;
56;Государственная полярная академия;;;0;;;;;;
57;Государственный академический университет гуманитарных наук;;;0;70;60;70;;;
58;Государственный институт русского языка им. А.С. Пушкина;;;75;70;80;60;;;
59;Национальный исследовательский технологический университет МИСиС;;;90;80;80;80;;;
60;Государтвенный университет управления;;;80;75;75;75;;;
61;Грозненский государственный нефтяной технический университет имени академика М.Д. Миллионщикова;;;45;50;45;55;;;
62;Дагестанский государственный педагогический университет;;;40;40;40;40;;;
63;Дагестанский государственный технический университет;;;45;45;35;30;;;
64;Дагестанский государственный университет;;;45;45;45;40;;;
66;Приамурский государственный университет имени Шолом-Алейхема;;;80;75;65;65;;;
67;Дальневосточный государственный гуманитарный университет;;;;;;;;;
70;Донской государственный технический университет;;;75;80;70;65;;;
72;Елецкий государственный университет им. И.А. Бунина;;;70;70;65;65;;;
76;Ивановский государственный университет;;;75;70;60;55;;;
77;Ивановский государственный химико-технологический университет;;;80;75;75;70;;;
78;Ивановский государственный энергетический университет имени В.И. Ленина;;;90;90;90;85;;;
79;Ижевский государственный технический университет имени М.Т. Калашникова;;;90;80;80;75;;;
80;Ингушский государственный университет;;;40;45;45;70;;;
82;Иркутский национальный исследовательский технический университет;;;80;75;75;70;;;
83;Иркутский государственный университет;;;75;0;70;70;;;
85;Кабардино-Балкарский государственный университет им. Х.М. Бербекова;;;55;50;40;30;;;
86;Казанский государственный архитектурно-строительный университет;;;85;85;80;75;;;
87;Казанский национальный исследовательский технический университет им. А.Н.Туполева-КАИ;;;85;80;85;85;;;
88;Казанский национальный исследовательский технологический университет;;;85;80;80;75;;;
91;Казанский государственный энергетический университет;;;100;85;75;65;;;
92;Калмыцкий государственный университет;;;65;55;55;50;;;
93;Калужский государственный университет им. К.Э. Циолковского;;;80;80;75;75;;;
95;Камчатский государственный университет имени Витуса Беринга;;;75;75;70;70;;;
96;Северо-Кавказская государственная гуманитарно-технологическая академия;;;50;55;45;45;;;
97;Карачаево-Черкесского государственного университета имени У.Д. Алиева;;;55;45;55;55;;;
99;Кемеровский государственный университет;;;80;75;70;70;;;
100;Кемеровский технологический институт пищевой промышленности;;;85;80;80;70;;;
101;Ковровская государственная технологическая академия имени В.А.Дегтярева;;;90;90;90;80;;;
103;Комсомольский-на-Амуре государственный технический университет;;;80;85;85;75;;;
104;Костромской государственный технологический университет.;;;90;85;85;70;;;
105;Костромской государственный университет имени Н.А. Некрасова;;;85;;;;;;
106;Красноярский государственный педагогический университетим. В.П. Астафьева;;;80;70;75;70;;;
108;Кубанский государственный технологический университет;;;85;80;70;70;;;
109;Кубанский государственный университет;;;75;75;70;65;;;
111;Кузбасский государственный технический университет имени Т.Ф.Горбачева;;;85;80;75;65;;;
112;Курганский государственный университет;;;80;85;80;80;;;
113;Юго-Западный государственный университет;;;80;70;65;65;;;
114;Курский государственный университет;;;80;70;70;70;;;
116;Липецкий государственный педагогический университет;;;80;80;75;70;;;
117;Липецкий государственный технический университет;;;80;80;70;70;;;
118;Литературный институт имени А.М. Горького;;;70;60;70;65;;;
119;МАТИ - Российский государственный технологический университет имени К.Э. Циолковского;;;;;;;;;
120;Магнитогорский государственный технический университет им. Г.И. Носова;;;90;75;75;75;;;
122;Майкопский государственный технологический университет;;;65;60;60;55;;;
123;Поволжский государственный технологический университет;;;80;75;70;65;;;
124;Марийский государственный университет;;;80;75;75;0;;;
126;Мордовский государственный педагогический институт имени М.Е. Евсевьева;;;70;80;70;75;;;
127;Мордовский государственный университет им. Н.П. Огарёва;;;75;75;70;70;;;
129;Московский государственный университет тонких химических технологий имени М.В. Ломоносова;;;85;;;;;;
130;Московский государственный юридический университет имени О.Е. Кутафина;;;75;70;70;60;;;
131;Московский авиационный институт (национальный исследовательский университет);;;85;85;80;80;;;
132;Московский автомобильно-дорожный государственный технический университет (МАДИ);;;70;85;80;80;;;
133;Московский архитектурный институт (государственная академия);;;65;60;80;0;;;
134;МИРЭА - Российский технологический университет;;;80;75;75;70;;;
136;Московский государственный горный университет;;;;;;;;;
137;Московский государственный гуманитарный университет имени М.А. Шолохова;;;;;;;;;
138;Московский государственный индустриальный университет;;;;;;;;;
140;Национальный исследовательский университет МИЭТ;;;85;80;80;80;;;
141;Московский государственный лингвистический университет;;;85;75;70;70;;;
143;Московский государственный гуманитарно-экономический университет;;;65;65;50;55;;;
144;Московский государственный строительный университет;;;80;85;80;75;;;
146;Московский государственный машиностроительный университет (МАМИ);;;75;;;;;;
147;Московский государственный технический университет имени Н.Э. Баумана;;;90;90;85;85;;;
148;Московский государственный технологический университет СТАНКИН;;;95;0;80;80;;;
149;Московский государственный университет экономики, статистики и информатики (МЭСИ);;;;;;;;;
