miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;112,94;153,89;156,41;171,05;163,83;135,64;118,53;110,95;106,39
2;Алтайская государственная педагогическая академия;185,19;211,06;209,89;215,05;205,76;201,55;202,36;188,94;180,37
3;Алтайский государственный технический университет им. И.И. Ползунова;102,47;105,21;111,01;117,68;124,57;127,44;134,93;145,37;150,51
4;Алтайский государственный университет;109,95;114,74;116,92;116,09;105,04;101,07;100,19;96,56;86,61
5;Амурский государственный университет;122,16;357,12;379,59;425,49;416,52;417,89;380,79;422,04;419,62
6;Амурский гуманитарно-педагогический государственный университет;255,15;280,21;289,62;325,9;320,27;302,8;313,69;283,75;288,05
7;Ангарская государственная техническая академия;125,04;140,24;160;193,35;211,68;218,39;227,32;227,97;243,39
9;Армавирская государственная педагогическая академия;105,16;122,68;131,42;149,09;135,33;126,66;125,05;116,5;104,03
11;Астраханский государственный университет;117,77;126,36;136,68;151,8;149,51;147,32;141,2;134,36;136,04
12;Байкальский государственный университет экономики и права;89,92;127,59;136,94;140,76;135,9;146,52;153,82;168,44;180,27
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;220,15;226,76;197,56;167,51;148,77;146,81;139,42;135,49;124,05
14;Башкирский государственный педагогический университет им. М. Акмуллы;187,39;122,84;131,33;131,03;131,5;132,53;136,52;130,83;119,77
15;Башкирский государственный университет;119,17;113,77;113,79;125,51;114,35;113,01;118,8;121,61;119,39
16;Белгородский государственный технологический университет им. В.Г. Шухова;96,48;128,63;136,86;138,84;139,62;141,96;149,92;149,57;153,98
17;Белгородский государственный национальный исследовательский университет;77,31;83,79;87,73;100,32;105;105,6;105,11;94,13;96,17
19;Алтайская государственная академия образования имени В.М. Шукшина;139,18;173,73;232,31;301,89;314,28;342,96;348,41;329,63;291,61
21;Благовещенский государственный педагогический университет;212,25;246,79;249,72;283,41;271,79;270,83;300,73;302,58;273,08
23;Братский государственный университет;189,95;214,19;237,65;290,33;357,45;367,02;381,45;397,1;428,82
