miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;78,27;105,18;262,08;574,67;777,55;1635,74;2326,47;2275,57;2673,8
2;Алтайская государственная педагогическая академия;32,09;78,08;107,15;764,41;291,3;584,42;637,09;738,59;812,34
3;Алтайский государственный технический университет им. И.И. Ползунова;75,92;127,76;94,61;140,52;177,43;1123,39;1484,07;1799,35;1567,11
4;Алтайский государственный университет;79,07;227,74;518,6;390,24;241,06;2039,17;1876,54;2521,53;2061,15
5;Амурский государственный университет;109,26;176,24;263,05;166,45;205,07;156,83;163,05;199,22;203,23
6;Амурский гуманитарно-педагогический государственный университет;18,12;90,51;102,72;238,48;107,61;324,02;160,31;188,94;251,42
7;Ангарская государственная техническая академия;36,94;254,13;356,74;1195,77;390,11;384,73;391,51;417,16;522,05
9;Армавирская государственная педагогическая академия;23,1;52,05;67,18;162,56;441,19;515,06;455,77;643,36;1914,56
11;Астраханский государственный университет;98,53;201,07;365,7;677,25;804,22;879,05;845,87;128,06;621,79
12;Байкальский государственный университет экономики и права;78,52;271,45;736,83;1529,65;1053,81;1084,34;1322,83;1055,22;2750,19
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;233,83;38,43;76,75;311,57;356,91;544,66;414,4;213,63;436,85
14;Башкирский государственный педагогический университет им. М. Акмуллы;30,37;468,95;70,97;590,07;3074,37;1062,22;1127,22;2037,48;1411,47
15;Башкирский государственный университет;79,24;147,69;191,05;1118,08;2304,6;2425,77;2795,33;3472,01;3119,33
16;Белгородский государственный технологический университет им. В.Г. Шухова;148,39;407,38;299,26;3338,31;4481,65;932,61;930,52;789,31;1373,67
17;Белгородский государственный национальный исследовательский университет;58,77;288,94;297,54;532,51;802,92;1303,88;1316,88;1716,97;1836,56
19;Алтайская государственная академия образования имени В.М. Шукшина;26,98;257,49;175,52;2244,91;918,02;1801,88;1340,48;1149,28;996,72
21;Благовещенский государственный педагогический университет;54,07;140,57;295,27;458,28;700;642,45;712,56;621,55;1251,24
23;Братский государственный университет;35,42;415,82;664,32;685,74;1728,92;1681,08;1759,89;1335,1;1107,08
24;Брянская государственная инженерно-технологическая академия;23,43;116,74;66,82;165,47;327,35;869,16;2093,47;878,64;705,03
25;Брянский государственный технический университет;43,24;110,39;216,94;710,82;1651,68;5117,26;6056,8;3978,89;6471,3
26;Брянский государственный университет имени академика И.Г. Петровского.;30,42;56,63;148,83;445,84;1050,41;1648,55;2528,69;3430,95;3507,19
27;Бурятский государственный университет;163,87;158,87;155,02;142,38;164,69;422,76;423,9;477,44;518,05
28;Владивостокский государственный университет экономики и сервиса;58,8;134,62;270,98;576,86;921;1888,2;2325,84;2645,16;2654,9
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;22,07;101,52;79,38;692,29;1063,33;1207,07;1366,09;559,12;690,01
33;Волгоградский государственный архитектурно-строительный университет;141,57;399,86;2756,48;;;;;;
34;Волгоградский государственный социально-педагогический университет;64,12;348,84;81,48;;5128,27;5270,65;5409,91;2519,7;2585,99
35;Волгоградский государственный технический университет;204,24;545,81;1209,53;2290,33;2754,56;1256,89;1362,33;3328,36;3102,98
36;Волгоградский государственный университет;154,66;742,68;851,38;958,68;1716,35;328,64;697;866,54;586,48
39;Вологодский государственный университет;19,63;31,81;30,96;94,26;1099;160,71;178,04;113,69;146,63
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;143,15;541,57;1534,98;2220,02;3020,29;3420,17;2910,57;2073,88;2432,79
41;Воронежский государственный университет инженерных технологий;123,76;264,78;253,41;849,37;1717,07;2352,96;2822,73;3047,46;3064,91
42;Воронежский государственный архитектурно-строительный университет;57,19;255,49;179,69;;;;;;
