miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;83,67;;;;;;;;
2;Алтайская государственная педагогическая академия;80,83;;;;;;;;
3;Алтайский государственный технический университет им. И.И. Ползунова;64,22;;;;;;;;
4;Алтайский государственный университет;72,09;;;;;;;;
5;Амурский государственный университет;63,87;;;;;;;;
6;Амурский гуманитарно-педагогический государственный университет;65,62;;;;;;;;
7;Ангарская государственная техническая академия;60,61;;;;;;;;
9;Армавирская государственная педагогическая академия;73,73;;;;;;;;
11;Астраханский государственный университет;71,89;;;;;;;;
12;Байкальский государственный университет экономики и права;76,7;;;;;;;;
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;65,77;;;;;;;;
14;Башкирский государственный педагогический университет им. М. Акмуллы;74,72;;;;;;;;
15;Башкирский государственный университет;70,77;;;;;;;;
16;Белгородский государственный технологический университет им. В.Г. Шухова;64,91;;;;;;;;
17;Белгородский государственный национальный исследовательский университет;70,79;;;;;;;;
19;Алтайская государственная академия образования имени В.М. Шукшина;69,1;;;;;;;;
21;Благовещенский государственный педагогический университет;74,69;;;;;;;;
23;Братский государственный университет;68,4;;;;;;;;
24;Брянская государственная инженерно-технологическая академия;71,24;;;;;;;;
25;Брянский государственный технический университет;74,26;;;;;;;;
26;Брянский государственный университет имени академика И.Г. Петровского.;68,49;;;;;;;;
27;Бурятский государственный университет;72,9;;;;;;;;
28;Владивостокский государственный университет экономики и сервиса;50,98;;;;;;;;
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;72,09;;;;;;;;
33;Волгоградский государственный архитектурно-строительный университет;66,74;;;;;;;;
34;Волгоградский государственный социально-педагогический университет;70,79;;;;;;;;
35;Волгоградский государственный технический университет;83,42;;;;;;;;
36;Волгоградский государственный университет;78,51;;;;;;;;
39;Вологодский государственный университет;69,68;;;;;;;;
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;71,5;;;;;;;;
41;Воронежский государственный университет инженерных технологий;76,86;;;;;;;;
42;Воронежский государственный архитектурно-строительный университет;63,99;;;;;;;;
43;Воронежский государственный педагогический университет;70,71;;;;;;;;
44;Воронежский государственный технический университет;73,27;;;;;;;;
45;Воронежский государственный университет ;78,53;;;;;;;;
46;Восточно-Сибирский государственный университет технологий и управления;73,16;;;;;;;;
48;Высшая школа народных искусств (институт);66,12;;;;;;;;
49;Вятский государственный гуманитарный университет;предоставлены некорректные данные;;;;;;;;
50;Вятский государственный университет;60,86;;;;;;;;
51;Гжельский государственный художественно-промышленный институт;69,15;;;;;;;;
52;Глазовский государственный педагогический институт имени В.Г. Короленко;74,21;;;;;;;;
53;Горно-Алтайский государственный университет;73,24;;;;;;;;
54;Государственная академия славянской культуры;59,01;;;;;;;;
55;Государственная классическая академия имени Маймонида;46,35;;;;;;;;
56;Государственная полярная академия;;;;;;;;;
57;Государственный академический университет гуманитарных наук;0;;;;;;;;
58;Государственный институт русского языка им. А.С. Пушкина;61,7;;;;;;;;
59;Национальный исследовательский технологический университет МИСиС;76,52;;;;;;;;
60;Государтвенный университет управления;77,64;;;;;;;;
61;Грозненский государственный нефтяной технический университет имени академика М.Д. Миллионщикова;56,84;;;;;;;;
62;Дагестанский государственный педагогический университет;62,95;;;;;;;;
63;Дагестанский государственный технический университет;62,74;;;;;;;;
64;Дагестанский государственный университет;79,76;;;;;;;;
66;Приамурский государственный университет имени Шолом-Алейхема;60,6;;;;;;;;
67;Дальневосточный государственный гуманитарный университет;;;;;;;;;
70;Донской государственный технический университет;62,6;;;;;;;;
72;Елецкий государственный университет им. И.А. Бунина;70,11;;;;;;;;
76;Ивановский государственный университет;69,54;;;;;;;;
77;Ивановский государственный химико-технологический университет;78,76;;;;;;;;
78;Ивановский государственный энергетический университет имени В.И. Ленина;66,6;;;;;;;;
79;Ижевский государственный технический университет имени М.Т. Калашникова;65,03;;;;;;;;
80;Ингушский государственный университет;предоставлены некорректные данные;;;;;;;;
82;Иркутский национальный исследовательский технический университет;66,07;;;;;;;;
83;Иркутский государственный университет;71,18;;;;;;;;
85;Кабардино-Балкарский государственный университет им. Х.М. Бербекова;66,21;;;;;;;;
86;Казанский государственный архитектурно-строительный университет;59,95;;;;;;;;
87;Казанский национальный исследовательский технический университет им. А.Н.Туполева-КАИ;17,15;;;;;;;;
88;Казанский национальный исследовательский технологический университет;80,54;;;;;;;;
91;Казанский государственный энергетический университет;76,92;;;;;;;;
92;Калмыцкий государственный университет;76,72;;;;;;;;
93;Калужский государственный университет им. К.Э. Циолковского;68,34;;;;;;;;
95;Камчатский государственный университет имени Витуса Беринга;68,93;;;;;;;;
96;Северо-Кавказская государственная гуманитарно-технологическая академия;37,57;;;;;;;;
97;Карачаево-Черкесского государственного университета имени У.Д. Алиева;12,59;;;;;;;;
99;Кемеровский государственный университет;67,57;;;;;;;;
100;Кемеровский технологический институт пищевой промышленности;72,66;;;;;;;;
101;Ковровская государственная технологическая академия имени В.А.Дегтярева;67,28;;;;;;;;
103;Комсомольский-на-Амуре государственный технический университет;69,06;;;;;;;;
104;Костромской государственный технологический университет.;66,22;;;;;;;;
105;Костромской государственный университет имени Н.А. Некрасова;69,51;;;;;;;;
106;Красноярский государственный педагогический университетим. В.П. Астафьева;56,66;;;;;;;;
108;Кубанский государственный технологический университет;69,23;;;;;;;;
109;Кубанский государственный университет;75,7;;;;;;;;
111;Кузбасский государственный технический университет имени Т.Ф.Горбачева;63,39;;;;;;;;
112;Курганский государственный университет;66,35;;;;;;;;
113;Юго-Западный государственный университет;77,42;;;;;;;;
114;Курский государственный университет;73,91;;;;;;;;
116;Липецкий государственный педагогический университет;69,12;;;;;;;;
117;Липецкий государственный технический университет;66,41;;;;;;;;
118;Литературный институт имени А.М. Горького;73,29;;;;;;;;
119;МАТИ - Российский государственный технологический университет имени К.Э. Циолковского;65,09;;;;;;;;
120;Магнитогорский государственный технический университет им. Г.И. Носова;68,35;;;;;;;;
122;Майкопский государственный технологический университет;74,98;;;;;;;;
123;Поволжский государственный технологический университет;75,29;;;;;;;;
124;Марийский государственный университет;72,76;;;;;;;;
126;Мордовский государственный педагогический институт имени М.Е. Евсевьева;79,8;;;;;;;;
127;Мордовский государственный университет им. Н.П. Огарёва;84,38;;;;;;;;
129;Московский государственный университет тонких химических технологий имени М.В. Ломоносова;75,2;;;;;;;;
130;Московский государственный юридический университет имени О.Е. Кутафина;80,28;;;;;;;;
131;Московский авиационный институт (национальный исследовательский университет);65,59;;;;;;;;
132;Московский автомобильно-дорожный государственный технический университет (МАДИ);63,85;;;;;;;;
133;Московский архитектурный институт (государственная академия);46,17;;;;;;;;
134;МИРЭА - Российский технологический университет;73,28;;;;;;;;
136;Московский государственный горный университет;73,78;;;;;;;;
137;Московский государственный гуманитарный университет имени М.А. Шолохова;52,45;;;;;;;;
138;Московский государственный индустриальный университет;73,19;;;;;;;;
140;Национальный исследовательский университет МИЭТ;63,27;;;;;;;;
141;Московский государственный лингвистический университет;61,1;;;;;;;;
143;Московский государственный гуманитарно-экономический университет;41,1;;;;;;;;
144;Московский государственный строительный университет;64,65;;;;;;;;
146;Московский государственный машиностроительный университет (МАМИ);70,82;;;;;;;;
147;Московский государственный технический университет имени Н.Э. Баумана;64,88;;;;;;;;
148;Московский государственный технологический университет СТАНКИН;67,44;;;;;;;;
149;Московский государственный университет экономики, статистики и информатики (МЭСИ);67,47;;;;;;;;
150;Московский государственный университет геодезии и картографии (МИИГАиК);58,93;;;;;;;;
151;Российский государственный университет им. А.Н. Косыгина (Технологии. Дизайн. Искусство);65,19;;;;;;;;
153;Московский государственный университет леса;70;;;;;;;;
154;Московский государственный университет печати имени Ивана Федорова;76,69;;;;;;;;
