miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;Адыгейский государственный университет;Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования "Адыгейский государственный университет";Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования "Адыгейский государственный университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Адыгейский государственный университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Адыгейский государственный университет";федеральное государственное бюджетное образовательное учреждение высшего образования «Адыгейский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Адыгейский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Адыгейский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Адыгейский государственный университет»
2;Алтайская государственная педагогическая академия;Алтайская государственная педагогическая академия;Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования "Алтайская государственная педагогическая академия";Федеральное государственное бюджетное образовательное учреждение высшего образования "Алтайский государственный педагогический университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Алтайский государственный педагогический университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Алтайский государственный педагогический университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Алтайский государственный педагогический университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Алтайский государственный педагогический университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Алтайский государственный педагогический университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Алтайский государственный педагогический университет"
3;Алтайский государственный технический университет им. И.И. Ползунова;Алтайский государственный технический университет им. И.И. Ползунова;Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования "Алтайский государственный технический университет им. И.И. Ползунова";федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Алтайский государственный технический университет им. И.И. Ползунова»;федеральное государственное бюджетное образовательное учреждение высшего образования "Алтайский государственный технический университет им. И.И. Ползунова";федеральное государственное бюджетное образовательное учреждение высшего образования "Алтайский государственный технический университет им. И.И. Ползунова";федеральное государственное бюджетное образовательное учреждение высшего образования "Алтайский государственный технический университет им. И.И. Ползунова";федеральное государственное бюджетное образовательное учреждение высшего образования "Алтайский государственный технический университет им. И.И. Ползунова";федеральное государственное бюджетное образовательное учреждение высшего образования "Алтайский государственный технический университет им. И.И. Ползунова";федеральное государственное бюджетное образовательное учреждение высшего образования "Алтайский государственный технический университет им. И.И. Ползунова"
4;Алтайский государственный университет;Алтайский государственный университет;федеральное государственное бюджетное образовательное учреждение                высшего профессионального образования «Алтайский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Алтайский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Алтайский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный университет»
5;Амурский государственный университет;Амурский государственный университет;Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования "Амурский государственный университет";Федеральное государственное образовательное учреждение высшего профессионального образования "Амурский государственный университет";Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Амурский государственный университет»;Федеральноегосударственное бюджетное образовательное учреждение высшего образования «Амурский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Амурский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Амурский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Амурский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Амурский государственный университет»
6;Амурский гуманитарно-педагогический государственный университет;Амурский гуманитарно-педагогический государственный университет;федеральное государственное бюджетное  образовательное учреждение высшего профессионального образования "Амурский гуманитарно-педагогический государственный университет";федеральное государственное бюджетное образовательное учреждение высшего профессионального образования "Амурский гуманитарно-педагогический государственный университет";федеральное государственное бюджетное образовательное учреждение высшего образования "Амурский гуманитарно-педагогический государственный университет";федеральное государственное бюджетное образовательное учреждение высшего образования "Амурский гуманитарно-педагогический государственный университет";федеральное государственное бюджетное образовательное учреждение высшего образования "Амурский гуманитарно-педагогический государственный университет";федеральное государственное бюджетное образовательное учреждение высшего образования "Амурский гуманитарно-педагогический государственный университет";федеральное государственное бюджетное образовательное учреждение высшего образования "Амурский гуманитарно-педагогический государственный университет";федеральное государственное бюджетное образовательное учреждение высшего образования "Амурский гуманитарно-педагогический государственный университет"
7;Ангарская государственная техническая академия;Ангарская государственная техническая академия;федеральное государственное бюджетное образовательное учреждение высшего профессионального образования "Ангарская государственная техническая академия";федеральное государственное бюджетное образовательное учреждение высшего профессионального образования "Ангарская государственная техническая академия";Федеральное государственное бюджетное образовательное учреждение высшего образования "Ангарский государственный технический университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Ангарский государственный технический университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Ангарский государственный технический университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Ангарский государственный технический университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Ангарский государственный технический университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Ангарский государственный технический университет"
9;Армавирская государственная педагогическая академия;Армавирская государственная педагогическая академия;федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Армавирская государственная педагогическая академия»;федеральное государственное бюджетное образовательное учреждение высшего профессионального образования "Армавирская государственная педагогическая академия";федеральное государственное бюджетное образовательное учреждение высшего образования "Армавирский государственный педагогический университет";федеральное государственное бюджетное образовательное учреждение высшего образования "Армавирский государственный педагогический университет";федеральное государственное бюджетное образовательное учреждение высшего образования "Армавирский государственный педагогический университет";федеральное государственное бюджетное образовательное учреждение высшего образования "Армавирский государственный педагогический университет";федеральное государственное бюджетное образовательное учреждение высшего образования "Армавирский государственный педагогический университет";федеральное государственное бюджетное образовательное учреждение высшего образования "Армавирский государственный педагогический университет"
11;Астраханский государственный университет;Астраханский государственный университет;Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования "Астраханский государственный университет";Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Астраханский государственный университет»;Федеральное государственное бюджетное образовательное учреждение высшего образования "Астраханский государственный университет";Федеральное государственное бюджетное образовательное учреждение высшего образования "Астраханский государственный университет";федеральное государственное бюджетное образовательное учреждение высшего образования «Астраханский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Астраханский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Астраханский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Астраханский государственный университет»
12;Байкальский государственный университет экономики и права;Байкальский государственный университет экономики и права;Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования "Байкальский государственный университет экономики и права";Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования "Байкальский государственный университет экономики и права";Федеральное государственное бюджетное образовательное учреждение высшего образования "Байкальский государственный университет" (ФГБОУ ВО "БГУ");Федеральное государственное бюджетное образовательное учреждение высшего образования "Байкальский государственный университет";федеральное государственное бюджетное образовательное учреждение высшего образования «Байкальский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Байкальский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Байкальский государственный университет»;федеральное государственное бюджетное образовательное учреждение высшего образования «Байкальский государственный университет»
