miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;;;65,17;39,51;88,74;92,36;96,02;100;100
2;Алтайская государственная педагогическая академия;;;84,19;91,93;19,36;95,56;54,27;62,89;55,82
3;Алтайский государственный технический университет им. И.И. Ползунова;;;81,6;84,9;9,75;10,15;15,11;14;91,94
4;Алтайский государственный университет;;;60,79;92,1;100;100;87,39;69,27;53,27
5;Амурский государственный университет;;;81,3;89,14;92,5;92,83;92,16;92,93;91,67
6;Амурский гуманитарно-педагогический государственный университет;;;78,69;32,98;38,27;94,08;88,82;52,12;96,3
7;Ангарская государственная техническая академия;;;93,87;100;37,02;100;75,33;61,63;95,87
9;Армавирская государственная педагогическая академия;;;91,1;87,64;41,2;55,17;91,79;91,18;35,35
11;Астраханский государственный университет;;;86,07;88,82;32,6;32,51;56,38;59,33;41,49
12;Байкальский государственный университет экономики и права;;;63,1;53,38;52,82;57,45;63,8;31,91;88,56
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;;;16,51;71,97;68,6;44,55;88,04;99,86;34,55
14;Башкирский государственный педагогический университет им. М. Акмуллы;;;81,4;46,36;49,5;46,07;61,78;47,66;67,44
15;Башкирский государственный университет;;;18,08;24,27;33,68;32,6;30,68;34,1;39,43
16;Белгородский государственный технологический университет им. В.Г. Шухова;;;24,64;69,68;76,64;33,23;33,56;37,31;34,11
17;Белгородский государственный национальный исследовательский университет;;;28,09;28,82;28,75;28,83;31,83;34,98;39,07
19;Алтайская государственная академия образования имени В.М. Шукшина;;;75,86;77,33;66,07;88,7;100;20,56;78
21;Благовещенский государственный педагогический университет;;;85,34;94,5;92,33;93,73;99,23;94,28;93,72
23;Братский государственный университет;;;75,13;69,29;99,07;53,29;93,99;96,98;94,44
24;Брянская государственная инженерно-технологическая академия;;;17,14;85,53;5,98;7,72;11,92;27,74;91,33
25;Брянский государственный технический университет;;;43,15;76,46;3,25;68,43;90,55;91,7;90,27
26;Брянский государственный университет имени академика И.Г. Петровского.;;;77,73;53,38;32,28;35,31;37,2;94,93;33,25
27;Бурятский государственный университет;;;35,22;32,87;36,15;37,89;47,07;40,18;35,08
28;Владивостокский государственный университет экономики и сервиса;;;63,55;36,48;39,81;42,91;41,18;51,65;48,52
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;;;84,24;84,22;87,29;90,49;48;46,57;47,56
33;Волгоградский государственный архитектурно-строительный университет;;;47,19;;;;;;
34;Волгоградский государственный социально-педагогический университет;;;83,03;;33,91;30,31;32,59;97,73;96,3
35;Волгоградский государственный технический университет;;;74,45;78,4;86,38;23,83;15,13;89,48;23,25
36;Волгоградский государственный университет;;;78,96;83,7;19,72;25,75;31,96;30,41;33,13
39;Вологодский государственный университет;;;65,57;78,76;66,31;20,42;95,44;95,61;93,4
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;;;82,05;44,35;91,34;90,66;45,35;93,03;65,59
41;Воронежский государственный университет инженерных технологий;;;74,65;88,89;93,63;96,07;97,19;97,26;39,91
