miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;3 596;3 536;3 531;3 236;3 287;3 943;4 457;4 587;4618
2;Алтайская государственная педагогическая академия;3 323;3 122;3 190;3 103;3 302;3 376;3 349;3 483;3593
3;Алтайский государственный технический университет им. И.И. Ползунова;7 421;7 627;7 290;6 917;6 632;6 497;6 111;5 626;5403
4;Алтайский государственный университет;7 449;7 476;7 431;7 566;8 348;8 695;8 377;8 323;8536
5;Амурский государственный университет;4 507;4 372;4 091;3 506;3 562;3 514;3 390;3 493;3504
6;Амурский гуманитарно-педагогический государственный университет;1 632;1 464;1 266;1 102;1 137;1 203;1 128;1 218;1223
7;Ангарская государственная техническая академия;1 800;1 638;1 438;1 192;1 102;1 064;985;989;932
9;Армавирская государственная педагогическая академия;2 347;2 171;2 089;1 836;1 969;2 028;2 053;2 254;2293
11;Астраханский государственный университет;6 556;6 335;5 901;5 240;5 432;5 514;5 771;6 063;6014
12;Байкальский государственный университет экономики и права;8 194;7 572;6 967;6 767;6 870;6 097;5 644;4 899;4605
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;4 348;4 345;4 220;4 367;4 998;5 293;5 555;5 755;6298
14;Башкирский государственный педагогический университет им. М. Акмуллы;5 383;5 016;4 702;4 688;4 568;4 431;4 164;4 201;4251
15;Башкирский государственный университет;9 397;9 178;9 041;8 083;8 549;8 678;8 371;8 082;8321
16;Белгородский государственный технологический университет им. В.Г. Шухова;7 869;7 776;7 542;7 438;7 358;7 323;6 856;6 932;6826
17;Белгородский государственный национальный исследовательский университет;12 503;12 184;11 859;10 481;10 109;9 855;9 589;10 798;10567
19;Алтайская государственная академия образования имени В.М. Шукшина;2 112;1 777;1 301;1 008;977;870;829;862;960
21;Благовещенский государственный педагогический университет;2 634;2 425;2 408;2 100;2 150;2 112;1 875;1 866;2077
23;Братский государственный университет;3 017;2 786;2 563;2 092;1 979;1 928;1 829;1 731;1592
24;Брянская государственная инженерно-технологическая академия;2 552;2 249;2 161;1 709;1 743;1 656;1 456;1 415;1362
25;Брянский государственный технический университет;4 205;4 035;3 826;3 281;3 539;3 365;3 108;3 121;3241
26;Брянский государственный университет имени академика И.Г. Петровского.;5 405;4 874;4 330;3 643;3 836;3 844;3 804;3 653;3614
27;Бурятский государственный университет;6 198;6 059;6 120;5 919;5 423;4 943;4 767;4 529;4498
28;Владивостокский государственный университет экономики и сервиса;5 244;5 258;4 956;4 700;4 604;4 194;4 415;4 522;4454
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;10 400;9 916;9 711;9 252;9 210;8 954;8 546;8 265;8253
33;Волгоградский государственный архитектурно-строительный университет;3 545;3 267;3 123;;;;;;
34;Волгоградский государственный социально-педагогический университет;4 846;4 420;4 044;;3 852;3 674;3 585;3 630;3997
35;Волгоградский государственный технический университет;5 318;4 995;4 847;4 711;7 219;7 061;7 017;7 049;6933
36;Волгоградский государственный университет;5 616;5 743;5 835;5 677;5 700;5 467;5 276;5 093;5418
39;Вологодский государственный университет;4 139;4 134;6 395;5 354;5 141;4 802;4 352;4 253;4263
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;3 139;2 857;2 685;2 108;2 020;2 104;2 237;2 475;2690
41;Воронежский государственный университет инженерных технологий;4 258;4 295;4 345;3 943;4 056;3 851;3 882;3 759;3611
42;Воронежский государственный архитектурно-строительный университет;5 868;5 988;6 528;;;;;;
43;Воронежский государственный педагогический университет;3 308;3 333;3 366;3 218;3 227;3 296;3 375;3 443;3513
44;Воронежский государственный технический университет;5 780;5 587;5 377;4 562;10 818;10 995;11 049;10 915;10669
45;Воронежский государственный университет ;13 963;13 926;13 981;12 898;14 144;13 897;13 730;14 192;14689
46;Восточно-Сибирский государственный университет технологий и управления;6 236;5 949;5 891;5 386;4 574;4 099;3 425;3 350;3229
48;Высшая школа народных искусств (институт);224;227;224;214;202;202;182;187;175
49;Вятский государственный гуманитарный университет;5 136;5 003;4 869;;;;;;
50;Вятский государственный университет;5 173;5 958;6 357;10 850;11 219;10 629;10 803;10 521;9785
51;Гжельский государственный художественно-промышленный институт;464;511;535;506;551;604;693;736;746
52;Глазовский государственный педагогический институт имени В.Г. Короленко;1 377;1 335;1 319;1 318;1 332;1 302;1 289;1 403;1588
53;Горно-Алтайский государственный университет;2 829;2 401;2 292;2 012;1 864;1 754;1 679;1 562;1586
54;Государственная академия славянской культуры;462;447;339;;;;;;
55;Государственная классическая академия имени Маймонида;2 012;2 116;;;;;;;
56;Государственная полярная академия;;;1 195;;;;;;
57;Государственный академический университет гуманитарных наук;1 012;989;926;951;991;1 198;1 446;1 541;1636
58;Государственный институт русского языка им. А.С. Пушкина;441;377;443;493;534;567;616;669;721
59;Национальный исследовательский технологический университет МИСиС;4 424;4 403;7 948;7 057;7 519;6 983;7 009;7 393;7934
60;Государтвенный университет управления;7 894;7 774;7 837;6 775;6 497;6 178;5 923;6 179;6633
61;Грозненский государственный нефтяной технический университет имени академика М.Д. Миллионщикова;3 636;3 787;4 075;3 512;3 703;3 424;3 325;3 207;3042
