miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;271,14;313,06;335,73;344,64;216,34;177,4;181,62;196,75;209,45
2;Алтайская государственная педагогическая академия;117,68;141,44;151,51;155,81;147;141,97;158,93;163,27;212,59
3;Алтайский государственный технический университет им. И.И. Ползунова;144,53;144,54;160,15;153,27;160,38;162,95;183,89;211,68;230,89
4;Алтайский государственный университет;135,01;156,66;152,4;179,4;200,72;180,06;176,95;192,03;198,55
5;Амурский государственный университет;151,28;176,5;197,38;238,31;215,01;216,27;240,53;285,73;281,58
6;Амурский гуманитарно-педагогический государственный университет;197,31;187,1;156,94;248,19;215,8;233,38;278,76;281,19;288,59
7;Ангарская государственная техническая академия;130,19;159,92;182,76;195,93;189,56;197,72;237,09;264,67;272,3
9;Армавирская государственная педагогическая академия;104,93;122,31;83,18;162,33;152,93;148,01;170,15;167,78;181,97
11;Астраханский государственный университет;118,33;152,32;180,47;154,48;146,59;162,21;167,66;179;222,79
12;Байкальский государственный университет экономики и права;127,77;159,6;181,34;199,31;195,06;197,9;216,58;215,5;227,64
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;166,52;189,43;209,57;216,24;222,31;245,87;346,78;314,46;315,15
14;Башкирский государственный педагогический университет им. М. Акмуллы;138,3;178,26;203,98;197,42;214,41;216,96;232,03;239,5;218,44
15;Башкирский государственный университет;127,87;145,6;166,08;176,16;178,88;165,86;205,5;228,76;228,95
16;Белгородский государственный технологический университет им. В.Г. Шухова;166,88;160,51;192,97;178,46;175,42;191,55;218,74;239,01;258,75
17;Белгородский государственный национальный исследовательский университет;184,13;242,96;242,72;283,9;262,19;277,06;290,17;309,91;375,49
19;Алтайская государственная академия образования имени В.М. Шукшина;107,35;126,14;159,85;180,32;162,78;187,19;171,16;177,17;176,34
21;Благовещенский государственный педагогический университет;155,11;184;191,46;224,77;180,72;212,48;253,68;274,3;246,27
23;Братский государственный университет;204,86;214,69;277,25;274,42;301,03;274,88;323,57;462,19;453,62
24;Брянская государственная инженерно-технологическая академия;107,97;134,48;143,62;179,7;154,07;164,74;190,77;218,46;255,69
25;Брянский государственный технический университет;104,6;104,34;135,24;145,14;163,06;157,71;198,84;218,51;220,21
26;Брянский государственный университет имени академика И.Г. Петровского.;86,91;109,51;120,46;145,97;134,96;136,5;155,45;154,75;167,61
27;Бурятский государственный университет;161,75;178,32;151,95;166,61;170,84;161,45;181,87;272,57;271,72
28;Владивостокский государственный университет экономики и сервиса;307,65;332,49;337,06;336,83;304,91;322,1;343,95;343,67;348,3
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;127,59;147,89;161,23;168,68;163,51;178,74;186,69;207,24;212,62
33;Волгоградский государственный архитектурно-строительный университет;110,05;130,04;140,4;;;;;;
34;Волгоградский государственный социально-педагогический университет;110,45;127,33;137,42;;146,93;169,16;187,2;166,32;156,21
35;Волгоградский государственный технический университет;186,13;205,87;225,66;236,52;225,93;257,22;265,07;276,03;293,86
36;Волгоградский государственный университет;131,67;149,7;135,87;150,82;153,81;154,05;176,04;193,62;189,85
39;Вологодский государственный университет;132,06;147,06;150;167,06;166,7;176,86;205,11;229,36;264,05
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;114,22;134,44;141,58;170,09;173,01;205,43;215,06;225,82;233,34
41;Воронежский государственный университет инженерных технологий;120,68;129,55;132,61;156,5;152,59;161,43;180,75;194,19;213,3
42;Воронежский государственный архитектурно-строительный университет;132,75;138,04;143,32;;;;;;
43;Воронежский государственный педагогический университет;82,92;82,98;118,04;138,94;136,23;136,15;167,32;166,05;169,23
44;Воронежский государственный технический университет;137,78;168,03;155,3;181,61;181,82;184,78;213,46;248,13;242,92
45;Воронежский государственный университет ;129,39;135,89;170,77;171,97;164,42;166,81;187,81;192,28;183,13
46;Восточно-Сибирский государственный университет технологий и управления;149,75;165,88;196,04;191,73;193,77;179,72;228,67;232,86;282,51
48;Высшая школа народных искусств (институт);504,24;531,98;468,22;562,75;644,84;509,79;572,53;566,84;1182,7
49;Вятский государственный гуманитарный университет;115,02;130,9;137,39;;;;;;
50;Вятский государственный университет;148,73;133,42;143,14;137,24;148,39;148,15;160,78;175,36;196,27
51;Гжельский государственный художественно-промышленный институт;276,7;285,06;335,01;346,6;313,49;325,06;441,89;441,97;418,64
52;Глазовский государственный педагогический институт имени В.Г. Короленко;143;159,28;186,1;188,78;202,32;206,14;262,02;252,38;267,44
53;Горно-Алтайский государственный университет;185,63;234,83;248,16;271,76;289;258,91;290,52;323,53;353,81
54;Государственная академия славянской культуры;170,49;218,21;304,63;;;;;;
55;Государственная классическая академия имени Маймонида;101,64;161,89;;;;;;;
56;Государственная полярная академия;;;107,08;;;;;;
57;Государственный академический университет гуманитарных наук;124,25;115,15;153,21;207,79;214,78;209,33;258,76;308,9;318,67
58;Государственный институт русского языка им. А.С. Пушкина;576,79;684,54;842,45;1750,88;1464,84;1405,08;1205,2;1061,38;945,93
59;Национальный исследовательский технологический университет МИСиС;933,76;1 070,75;758,53;917,91;839,47;807,91;969,57;886,15;958,75
60;Государтвенный университет управления;195,41;190,3;198,5;213,43;216,38;235,57;337,02;346,23;356,56
61;Грозненский государственный нефтяной технический университет имени академика М.Д. Миллионщикова;165,28;154,57;150,05;169,81;156,92;174,1;255,73;570,09;421,35
62;Дагестанский государственный педагогический университет;141,72;136,46;154,36;160,65;121,71;135,59;135,43;135,63;143,33
63;Дагестанский государственный технический университет;120,37;162,29;176,89;216,24;220,59;178,13;242,78;266,85;228,12
64;Дагестанский государственный университет;111,06;114,78;119,76;136,23;147,28;133,35;155,53;174,73;219,06
66;Приамурский государственный университет имени Шолом-Алейхема;183,92;224,52;240,38;237,61;262,42;259,51;270,87;316,91;511,81
67;Дальневосточный государственный гуманитарный университет;;;;;;;;;
70;Донской государственный технический университет;133,98;151,44;131,6;159,63;162,06;191,04;239,93;229,72;226,19
72;Елецкий государственный университет им. И.А. Бунина;109,69;124,25;135,03;186,8;173,37;181,44;188,16;195,73;204,31
76;Ивановский государственный университет;123,39;132,08;154,73;149,04;191,9;233,86;196,23;158,75;192,09
77;Ивановский государственный химико-технологический университет;132,23;140,74;164,14;177,09;184,41;175,68;196,75;210,43;235,01
78;Ивановский государственный энергетический университет имени В.И. Ленина;233,88;234,08;238,54;211,73;200,05;199,35;229,69;324,92;277,64
79;Ижевский государственный технический университет имени М.Т. Калашникова;175,28;214,91;270,53;269,01;196,22;191,09;212,57;218,77;254,54
80;Ингушский государственный университет;87,54;183,96;220,4;204,75;145,76;242,25;211,23;180,06;203,24
82;Иркутский национальный исследовательский технический университет;238,72;266,6;277,82;281,24;243,94;229,82;276,38;316,14;312,34
83;Иркутский государственный университет;169,14;207,28;199,75;206,35;180;192,86;217,25;230,44;239,67
85;Кабардино-Балкарский государственный университет им. Х.М. Бербекова;209,96;211,38;236,24;220,88;177,11;184,97;198,6;205,9;212,38
86;Казанский государственный архитектурно-строительный университет;133,5;132,07;147,38;150,51;140,31;140,77;173,45;191,19;219,31
87;Казанский национальный исследовательский технический университет им. А.Н.Туполева-КАИ;269,5;311,08;290,19;286,38;279,79;374,23;365,94;411,87;378,21
88;Казанский национальный исследовательский технологический университет;270,05;276,23;304,81;307,64;237,81;265,36;287,09;347,46;343,18
91;Казанский государственный энергетический университет;153,66;153,82;166,29;210,62;175,23;201,83;217,85;288,5;288,73
92;Калмыцкий государственный университет;124,15;142,51;168,27;172,51;157,3;152;173,63;200,91;228,35
93;Калужский государственный университет им. К.Э. Циолковского;132,52;162,36;148,12;143,58;125,02;149,35;168,11;176,39;188,55
95;Камчатский государственный университет имени Витуса Беринга;263,07;358,26;399,63;348,49;381,46;335,9;398,45;343,13;
96;Северо-Кавказская государственная гуманитарно-технологическая академия;110,57;185,04;151,82;155,1;174,61;186,35;184,78;207,32;215,12
97;Карачаево-Черкесского государственного университета имени У.Д. Алиева;133,76;139,92;146,27;140,42;135,57;142,85;156,43;156,7;165,82
99;Кемеровский государственный университет;143,74;158,34;186,52;177,97;172,38;192,86;212,86;234,51;296,66
100;Кемеровский технологический институт пищевой промышленности;195,28;177,08;252,9;258,98;255,89;256,43;;;
101;Ковровская государственная технологическая академия имени В.А.Дегтярева;130,05;166,08;172,75;209,01;214,84;207,83;255,87;293,37;259,57
103;Комсомольский-на-Амуре государственный технический университет;221,39;231,57;269,38;256,37;296,27;278,67;404,32;391,61;322,65
104;Костромской государственный технологический университет.;110,53;121,38;146,49;186,08;185,57;181,92;176,58;190,01;212,31
105;Костромской государственный университет имени Н.А. Некрасова;115,82;124,28;132,08;;;;;;
106;Красноярский государственный педагогический университетим. В.П. Астафьева;186,58;179,39;180,72;179,03;174,74;181,12;196,4;223,21;231,21
108;Кубанский государственный технологический университет;113,58;119,93;128,4;142,7;152,97;161,96;178,19;205,51;213,52
109;Кубанский государственный университет;133,36;137,89;145,57;142,52;148,97;147,73;156,8;168,9;167,3
111;Кузбасский государственный технический университет имени Т.Ф.Горбачева;140,18;158,22;166,77;187,64;171,71;171,68;211,33;239,68;277,65
112;Курганский государственный университет;117,06;141,56;151,97;155,36;150,68;161,02;189,58;157,54;201,31
113;Юго-Западный государственный университет;160,51;198,26;203,48;175,76;178,53;192,22;203,45;191,54;214,36
114;Курский государственный университет;122,85;81,48;128,26;132,09;139,69;144,08;165,49;177,83;176,42
