miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;Хунагов Рашид Думаличевич;;Хунагов Рашид Думаличевич;;;;;;
2;Алтайская государственная педагогическая академия;Лазаренко Ирина Рудольфовна;;Лазаренко Ирина Рудольфовна;;;;;;
3;Алтайский государственный технический университет им. И.И. Ползунова;Ситников Александр Андреевич;;Ситников Александр Андреевич;;;;;;
4;Алтайский государственный университет;Землюков С.В.;;Землюков Сергей Валентинович;;;;;;
5;Амурский государственный университет;Плутенко Андрей Долиевич;;Плутенко Андрей Долиевич;;;;;;
6;Амурский гуманитарно-педагогический государственный университет;Шумейко Александр Александрович;;Шумейко Александр Александрович;;;;;;
7;Ангарская государственная техническая академия;Бадеников Артем Викторович;;Бадеников Артем Викторович;;;;;;
9;Армавирская государственная педагогическая академия;Галустов Амбарцум Робертович;;Галустов Амбарцум Робертович;;;;;;
11;Астраханский государственный университет;Лунев Александр Павлович;;Лунев Александр Павлович;;;;;;
12;Байкальский государственный университет экономики и права;М.А. Винокуров;;А.П. Суходолов;;;;;;
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;Иванов Константин Михайлович;;Иванов Константин Михайлович;;;;;;
14;Башкирский государственный педагогический университет им. М. Акмуллы;Асадуллин Раиль Мирваевич;;Асадуллин Раиль Мирваевич;;;;;;
15;Башкирский государственный университет;Морозкин Николай Данилович;;Морозкин Николай Данилович;;;;;;
16;Белгородский государственный технологический университет им. В.Г. Шухова;Глаголев Сергей Николаевич;;Глаголев Сергей Николаевич;;;;;;
17;Белгородский государственный национальный исследовательский университет;Полухин Олег Николаевич;;Полухин Олег Николаевич;;;;;;
19;Алтайская государственная академия образования имени В.М. Шукшина;Никишаева Валерия Петровна;;Мокрецова Людмила Алексеевна;;;;;;
21;Благовещенский государственный педагогический университет;Сергиенко Юрий Павлович;;Лейфа Андрей Васильевич;;;;;;
23;Братский государственный университет;Белокобыльский Сергей Владимирович;;Белокобыльский Сергей Владимирович;;;;;;
24;Брянская государственная инженерно-технологическая академия;Егорушкин Валерий Алексеевич;;Егорушкин Валерий Алексеевич;;;;;;
25;Брянский государственный технический университет;Федонин Олег Николаевич;;Федонин Олег Николаевич;;;;;;
26;Брянский государственный университет имени академика И.Г. Петровского.;Антюхов Андрей Викторович;;Антюхов Андрей Викторович;;;;;;
27;Бурятский государственный университет;Калмыков Степан Владимирович;;Мошкин Николай Ильич;;;;;;
28;Владивостокский государственный университет экономики и сервиса;Лазарев Геннадий Иннокентьевич;;Лазарев Геннадий Иннокентьевич;;;;;;
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;Саралидзе Анзор Михайлович;;Саралидзе Анзор Михайлович;;;;;;
33;Волгоградский государственный архитектурно-строительный университет;Калашников Сергей Юрьевич;;Калашников Сергей Юрьевич;;;;;;
34;Волгоградский государственный социально-педагогический университет;Сергеев Николай Константинович;;Сергеев Николай Константинович;;;;;;
35;Волгоградский государственный технический университет;Новаков Иван Александрович;;Лысак Владимир Ильич;;;;;;
36;Волгоградский государственный университет;Иншаков Олег Васильевич;;Тараканов Василий Валерьевич;;;;;;
39;Вологодский государственный университет;Соколов Леонид Иванович;;Соколов Леонид Иванович;;;;;;
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;Бугаков Владимир Михайлович;;Бугаков Владимир Михайлович;;;;;;
41;Воронежский государственный университет инженерных технологий;ЧЕРТОВ  ЕВГЕНИЙ  ДМИТРИЕВИЧ;;ЧЕРТОВ ЕВГЕНИЙ ДМИТРИЕВИЧ;;;;;;
42;Воронежский государственный архитектурно-строительный университет;Колодяжный С.А.;;Колодяжный С.А.;;;;;;
43;Воронежский государственный педагогический университет;Филоненко Сергей Иванович;;Филоненко Сергей Иванович;;;;;;
