miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;42,55;48,09;41,24;49;47,13;46,82;48,99;48,79;48,46
2;Алтайская государственная педагогическая академия;36,38;45,04;41,24;39,33;40,78;39,59;40,62;43,07;46,58
3;Алтайский государственный технический университет им. И.И. Ползунова;41,61;41,33;40,86;41,37;40,67;40,96;40,81;40,47;45,69
4;Алтайский государственный университет;41,65;44,62;45,58;45,98;44,74;45,05;47,98;44,4;48,6
5;Амурский государственный университет;0;44,74;43,01;40,98;42,55;44,35;43,3;45,76;50,62
6;Амурский гуманитарно-педагогический государственный университет;43,02;42,83;41,81;41,3;43,02;39,41;47,05;46,04;53,36
7;Ангарская государственная техническая академия;38,12;40,75;40,96;43,22;42,02;41,78;41,53;44,34;48,61
9;Армавирская государственная педагогическая академия;46,63;48,11;47,33;50,65;50,72;41,57;40,62;44;47,98
11;Астраханский государственный университет;39,74;50,05;44,82;43,4;44,53;46,13;46,18;44,85;49,89
12;Байкальский государственный университет экономики и права;43,75;43,99;54,11;51,84;53,99;47,8;54,29;48,92;48,81
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;46,05;46,02;45,69;46,14;45,21;46,49;46,12;46,24;52,05
14;Башкирский государственный педагогический университет им. М. Акмуллы;38,87;49,37;43,18;43,49;45,11;47,95;51,19;44,84;55,35
15;Башкирский государственный университет;46,11;51,23;51,9;55,24;56,97;53,28;58,53;60,3;61,66
16;Белгородский государственный технологический университет им. В.Г. Шухова;44,29;54,71;49,06;51,85;54,92;56,22;56,51;59;54,48
17;Белгородский государственный национальный исследовательский университет;40,74;43,59;48,95;49,06;50,26;49,01;49,51;48,26;48,16
19;Алтайская государственная академия образования имени В.М. Шукшина;44,49;37,23;53,67;54,57;36,83;37;34,12;48,67;56,29
21;Благовещенский государственный педагогический университет;35,35;39,21;40;41,99;44,9;45,91;37,43;45,32;48,64
23;Братский государственный университет;41,09;46,25;52,76;55,92;43,68;43,5;43,95;47,3;48,82
24;Брянская государственная инженерно-технологическая академия;40,77;45,36;39,46;42,86;41,56;44,45;40,4;42,87;44,99
25;Брянский государственный технический университет;50,12;48,63;46,15;42,44;42,42;46,91;44,22;48,22;48,86
26;Брянский государственный университет имени академика И.Г. Петровского.;50,09;49,4;46,81;47,73;46,6;47,4;47,81;49,6;47,8
27;Бурятский государственный университет;47,57;43,21;43,37;41,31;40,63;42,28;42,31;42,91;48,38
28;Владивостокский государственный университет экономики и сервиса;37,96;41,38;44,22;31,46;39,77;39,93;42,43;40,6;44,85
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;45,12;47,03;44,53;47,77;45,97;46,56;50,05;50,13;51,7
33;Волгоградский государственный архитектурно-строительный университет;37,58;39,43;39,05;;;;;;
34;Волгоградский государственный социально-педагогический университет;42,81;49,31;51,39;;49,99;53,22;52,48;47,94;50,42
35;Волгоградский государственный технический университет;42,57;41,63;42,37;44,8;42,55;40,11;40,19;42,71;45,15
36;Волгоградский государственный университет;36,32;46,88;43,4;42,86;42,56;43,18;45,15;44,19;50,43
39;Вологодский государственный университет;41,7;46,66;45,24;41,82;46,46;48,1;45,67;45,82;50,75
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;36,52;41,76;37,3;39,63;43,66;47,85;46,85;51,34;52,25
41;Воронежский государственный университет инженерных технологий;42,58;50,28;43,01;47,2;46,36;43,97;45,65;43,53;49,28
42;Воронежский государственный архитектурно-строительный университет;46,27;48,52;43,69;;;;;;
43;Воронежский государственный педагогический университет;40,02;44,49;41,22;44,59;43,44;47,61;43,98;46,47;49,91
44;Воронежский государственный технический университет;46,25;52,08;45,73;49,41;45,67;46;48,22;47,94;48,9
45;Воронежский государственный университет ;45,95;47,87;46,29;48,83;46,89;47,49;46;47,32;47,42
46;Восточно-Сибирский государственный университет технологий и управления;39,05;43,45;43,25;42,82;44,08;42,65;44,93;46;49,89
