miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;375;638;638;638;638;638;638;638;638
2;Алтайская государственная педагогическая академия;330;330;330;330;330;330;330;330;330
3;Алтайский государственный технический университет им. И.И. Ползунова;9 609;9 609;9 609;9 609;9 609;9 609;1 860;1 860;1860
4;Алтайский государственный университет;395;395;395;1 654;1 654;1 654;1 654;1 654;1654
5;Амурский государственный университет;148;148;148;148;148;148;148;148;148
6;Амурский гуманитарно-педагогический государственный университет;143;143;143;139;139;139;139;139;139
7;Ангарская государственная техническая академия;5 195;5 195;5 195;5 195;5 195;5 195;5 195;5 195;5195
9;Армавирская государственная педагогическая академия;0;0;0;0;0;0;0;0;0
11;Астраханский государственный университет;1 011;1 011;1 012;1 012;1 012;1 012;1 012;1 012;1012
12;Байкальский государственный университет экономики и права;100;100;100;602;602;602;602;602;52
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;473;473;473;473;473;473;473;12 879;12879
14;Башкирский государственный педагогический университет им. М. Акмуллы;1 027;70;70;0;0;0;0;0;0
15;Башкирский государственный университет;763;1 181;780;763;1 365;1 365;1 365;1 365;1365
16;Белгородский государственный технологический университет им. В.Г. Шухова;536;536;2 380;2 560;2 380;2 380;2 380;2 540;2540
17;Белгородский государственный национальный исследовательский университет;8 300;9 629;8 892;9 032;5 634;8 823;8 270;9 395;9447
19;Алтайская государственная академия образования имени В.М. Шукшина;0;0;0;301;316;316;316;316;316
21;Благовещенский государственный педагогический университет;462;462;462;462;462;462;462;462;462
23;Братский государственный университет;252;252;252;252;252;252;0;206;206
24;Брянская государственная инженерно-технологическая академия;210;210;210;210;210;1 210;1 210;1 210;1210
25;Брянский государственный технический университет;0;0;0;1 498;1 498;1 498;1 498;1 498;1498
26;Брянский государственный университет имени академика И.Г. Петровского.;910;910;748;748;748;191;191;191;521
27;Бурятский государственный университет;841;841;841;841;841;841;841;841;841
28;Владивостокский государственный университет экономики и сервиса;0;0;4 319;3 614;3 614;3 614;3 614;3 614;3614
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;310;310;310;552;473;473;543;543;543
33;Волгоградский государственный архитектурно-строительный университет;0;0;0;;;;;;
34;Волгоградский государственный социально-педагогический университет;1 342;1 342;1 342;;1 342;1 342;1 342;1 342;1342
35;Волгоградский государственный технический университет;1 744;1 744;1 744;1 744;1 744;2 360;2 665;2 665;2665
36;Волгоградский государственный университет;190;190;67;259;391;300;243;293;1183
39;Вологодский государственный университет;0;0;0;0;319;678;176;176;176
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;71;71;71;71;71;71;71;71;3270
41;Воронежский государственный университет инженерных технологий;1 934;1 934;1 934;1 934;2 062;2 062;2 062;2 062;2160
42;Воронежский государственный архитектурно-строительный университет;3 351;3 351;3 351;;;;;;
43;Воронежский государственный педагогический университет;0;0;18;18;18;18;18;18;18
44;Воронежский государственный технический университет;1 654;1 654;1 654;1 001;731;731;730;731;731
45;Воронежский государственный университет ;3 064;3 064;3 064;3 081;2 421;2 421;1 626;1 626;2421
46;Восточно-Сибирский государственный университет технологий и управления;594;1 754;1 754;1 754;1 754;1 754;1 754;1 754;1754
48;Высшая школа народных искусств (институт);17;27;238;238;238;238;238;238;238
49;Вятский государственный гуманитарный университет;847;847;13 510;;;;;;
50;Вятский государственный университет;406;3 003;3 003;16 468;2 247;5 257;1 639;1 639;1639
51;Гжельский государственный художественно-промышленный институт;427;427;427;427;427;427;427;427;427
52;Глазовский государственный педагогический институт имени В.Г. Короленко;0;420;420;420;420;420;420;420;420
53;Горно-Алтайский государственный университет;339;339;339;339;339;339;339;339;339
54;Государственная академия славянской культуры;261;54;54;;;;;;
55;Государственная классическая академия имени Маймонида;0;0;;;;;;;
56;Государственная полярная академия;;;0;;;;;;
57;Государственный академический университет гуманитарных наук;400;400;400;400;400;400;400;400;24
58;Государственный институт русского языка им. А.С. Пушкина;0;249;249;249;249;249;249;249;249
59;Национальный исследовательский технологический университет МИСиС;10 378;10 378;14 542;28 011;28 011;28 011;28 011;28 011;28011
60;Государтвенный университет управления;753;753;507;507;507;451;451;1 672;1672
61;Грозненский государственный нефтяной технический университет имени академика М.Д. Миллионщикова;482;482;469;469;206;1 214;1 214;1 214;1214
62;Дагестанский государственный педагогический университет;2 500;2 500;2 500;2 500;2 500;2 500;2 500;2 500;2500
63;Дагестанский государственный технический университет;145;145;145;145;145;647;647;145;145
64;Дагестанский государственный университет;0;0;0;0;0;0;0;0;0
66;Приамурский государственный университет имени Шолом-Алейхема;743;743;743;743;743;743;743;743;743
67;Дальневосточный государственный гуманитарный университет;;;;;;;;;
