miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;;;1;1;2;3;3;4;7
2;Алтайская государственная педагогическая академия;;;19;24;26;16;14;10;10
3;Алтайский государственный технический университет им. И.И. Ползунова;;;5;12;24;26;30;28;30
4;Алтайский государственный университет;;;14;19;32;54;56;62;60
5;Амурский государственный университет;;;4;6;7;7;12;12;22
6;Амурский гуманитарно-педагогический государственный университет;;;0;0;0;0;0;0;0
7;Ангарская государственная техническая академия;;;0;0;0;0;0;0;0
9;Армавирская государственная педагогическая академия;;;1;1;3;7;6;4;1
11;Астраханский государственный университет;;;14;10;9;12;16;19;27
12;Байкальский государственный университет экономики и права;;;15;10;7;5;6;7;6
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;;;4;4;3;3;3;4;14
14;Башкирский государственный педагогический университет им. М. Акмуллы;;;14;28;31;27;21;23;30
15;Башкирский государственный университет;;;5;24;22;19;17;19;24
16;Белгородский государственный технологический университет им. В.Г. Шухова;;;14;12;19;24;38;51;52
17;Белгородский государственный национальный исследовательский университет;;;35;98;144;129;174;256;367
19;Алтайская государственная академия образования имени В.М. Шукшина;;;12;13;12;8;5;0;0
21;Благовещенский государственный педагогический университет;;;11;4;4;5;5;8;7
23;Братский государственный университет;;;0;0;1;0;0;0;0
24;Брянская государственная инженерно-технологическая академия;;;1;0;0;2;6;4;5
25;Брянский государственный технический университет;;;0;8;8;7;13;3;3
26;Брянский государственный университет имени академика И.Г. Петровского.;;;3;2;5;3;4;5;2
27;Бурятский государственный университет;;;14;22;21;21;20;17;16
28;Владивостокский государственный университет экономики и сервиса;;;1;1;1;5;11;7;7
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;;;25;22;16;13;11;12;17
33;Волгоградский государственный архитектурно-строительный университет;;;2;;;;;;
34;Волгоградский государственный социально-педагогический университет;;;5;;3;3;7;8;11
35;Волгоградский государственный технический университет;;;21;15;19;29;33;35;28
36;Волгоградский государственный университет;;;7;9;11;12;13;22;37
39;Вологодский государственный университет;;;0;0;0;0;0;0;0
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;;;5;4;3;3;5;1;2
41;Воронежский государственный университет инженерных технологий;;;6;10;6;8;6;5;7
42;Воронежский государственный архитектурно-строительный университет;;;44;;;;;;
43;Воронежский государственный педагогический университет;;;8;8;7;11;9;10;10
44;Воронежский государственный технический университет;;;9;7;40;36;31;39;38
45;Воронежский государственный университет ;;;65;72;72;68;66;65;70
46;Восточно-Сибирский государственный университет технологий и управления;;;7;5;3;4;3;5;5
48;Высшая школа народных искусств (институт);;;0;0;0;0;0;0;0
49;Вятский государственный гуманитарный университет;;;8;;;;;;
50;Вятский государственный университет;;;1;7;6;5;7;6;3
