miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;131,9;82,51;148,73;343,64;390,59;279,61;412,18;247,49;198,41
2;Алтайская государственная педагогическая академия;99,62;80,32;158,03;210,29;219,41;383,47;193,36;287,36;291,35
3;Алтайский государственный технический университет им. И.И. Ползунова;59,71;61,93;79,39;235,55;254,49;294,42;378,58;441,21;387,43
4;Алтайский государственный университет;100,66;134,86;231,13;259,24;339,55;395,33;427,76;464,05;501,02
5;Амурский государственный университет;31,47;64,67;148,88;198,69;220,04;333,81;314,77;395,06;335,88
6;Амурский гуманитарно-педагогический государственный университет;90,62;113,29;257,82;246,86;336,99;227,93;337,74;206,81;163,48
7;Ангарская государственная техническая академия;63,49;145,22;195,83;182,66;362,25;377,61;432,89;461,13;483,38
9;Армавирская государственная педагогическая академия;45,07;55,33;123,17;164,96;173,9;217,69;318,46;297,66;259,39
11;Астраханский государственный университет;147,03;108,47;143,23;199,86;171,29;188,95;330,52;498,66;413,46
12;Байкальский государственный университет экономики и права;128,07;91,78;99,31;166,81;163,12;185,25;196,3;292,23;271,63
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;19,07;13,58;29,61;13,72;116,03;166,21;127,49;58,06;103,73
14;Башкирский государственный педагогический университет им. М. Акмуллы;53,06;52,78;180,65;209,05;364,13;462,6;511,9;387,17;361,17
15;Башкирский государственный университет;117,11;112,2;307,89;609,27;938,1;1009,95;802,6;830,25;854,99
16;Белгородский государственный технологический университет им. В.Г. Шухова;119,45;104,48;209,73;1154,16;1162,38;130,53;120,61;108,31;571,14
17;Белгородский государственный национальный исследовательский университет;88,08;98,12;177,24;167,16;329,84;503,36;281,31;330,68;348,5
19;Алтайская государственная академия образования имени В.М. Шукшина;63,38;88,95;199;339,3;371,78;257,91;246,43;327,3;345,73
21;Благовещенский государственный педагогический университет;38,15;28,33;148,56;289,01;341,24;344,86;296,15;248,62;347,39
23;Братский государственный университет;117,01;126,27;172,75;145,99;144,67;125,16;150,32;156,96;181,37
24;Брянская государственная инженерно-технологическая академия;39,3;32,52;62,73;111,68;230,94;387,59;376,14;470,49;642,8
25;Брянский государственный технический университет;65,12;52,77;106;217,27;434,16;379,15;315,59;441,95;380,01
26;Брянский государственный университет имени академика И.Г. Петровского.;88,62;87,47;84,57;249,9;436,28;409,97;425,93;376,27;410,39
27;Бурятский государственный университет;116,47;75,63;108,13;212,09;310,73;361,27;406,4;419,8;408,4
28;Владивостокский государственный университет экономики и сервиса;89,39;86,19;159,1;172,58;400,8;263,29;215,97;230,77;260,9
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;76,78;60,09;113,9;140,7;163,54;196,26;214,87;339,96;444,85
33;Волгоградский государственный архитектурно-строительный университет;111,34;97,5;194,48;;;;;;
34;Волгоградский государственный социально-педагогический университет;108,64;120,12;152,24;;246,12;415,2;432,14;614,81;602,87
35;Волгоградский государственный технический университет;213,47;333,54;297,4;355,23;318,76;212,99;173,19;202,81;190,91
36;Волгоградский государственный университет;195;178,7;232,38;408,3;625,7;535,87;366;222,97;213,37
39;Вологодский государственный университет;30,63;25,95;79,27;195,4;304,62;325,57;406,17;412,4;481,42
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;179,76;190,34;549,54;668,25;468,46;510,22;470,33;293,6;456,15
41;Воронежский государственный университет инженерных технологий;105,25;101,15;125,63;360,25;427,29;424,77;451,35;588,1;519,31
42;Воронежский государственный архитектурно-строительный университет;115,82;75,77;151,38;;;;;;
43;Воронежский государственный педагогический университет;73,47;79,08;93,82;124,81;244,02;185,05;115,45;213,58;312,1
44;Воронежский государственный технический университет;145,25;91,46;146,83;184,11;268,92;315,11;410,81;468,48;401,98
45;Воронежский государственный университет ;120,91;157,87;221,08;354,83;363,9;147,15;152,6;142,58;150,39
46;Восточно-Сибирский государственный университет технологий и управления;55,72;56,19;62,85;122,35;153,37;92,99;75,01;59,41;223,27
48;Высшая школа народных искусств (институт);41,32;60,03;69,29;228,07;375,86;511,54;549,02;551,85;701,61
