miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;;;23 116,20;0,00;0,00;0,00;0,00;0,00;0
2;Алтайская государственная педагогическая академия;;;608,50;0,00;0,00;0,00;0,00;1 017,40;0
3;Алтайский государственный технический университет им. И.И. Ползунова;;;12 972,10;21 659,40;20 186,60;24 238,80;22 318,50;22 527,80;16263,3
4;Алтайский государственный университет;;;0,00;18 117,80;21 612,00;24 018,50;27 819,60;32 680,60;34289,4
5;Амурский государственный университет;;;946,60;4 413,00;11 057,70;10 465,80;15 283,70;19 770,80;30844,3
6;Амурский гуманитарно-педагогический государственный университет;;;2 860,60;122,10;0,00;0,00;0,00;0,00;0
7;Ангарская государственная техническая академия;;;0,00;0,00;0,00;0,00;0,00;0,00;0
9;Армавирская государственная педагогическая академия;;;0,00;0,00;0,00;0,00;0,00;0,00;0
11;Астраханский государственный университет;;;32 984,40;39 793,20;46 259,00;91 486,70;154 920,70;186 435,00;164483
12;Байкальский государственный университет экономики и права;;;19 144,30;20 536,10;24 307,20;28 861,60;40 788,70;34 263,60;31718
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;;;35 500,50;0,00;75 673,00;40 530,80;36 912,00;32 671,40;27224,6
14;Башкирский государственный педагогический университет им. М. Акмуллы;;;4 606,00;5 360,20;3 729,40;6 604,60;8 772,50;13 977,20;16319
15;Башкирский государственный университет;;;6 791,50;7 240,50;9 826,30;20 087,40;33 018,20;33 982,70;31527,1
16;Белгородский государственный технологический университет им. В.Г. Шухова;;;1 696,80;1 626,80;51 626,20;64 920,50;86 026,40;104 130,30;112318,1
17;Белгородский государственный национальный исследовательский университет;;;59 832,80;110 850,90;149 241,90;201 716,00;247 596,40;304 265,90;388237,5
19;Алтайская государственная академия образования имени В.М. Шукшина;;;0,00;0,00;0,00;0,00;0,00;0,00;0
21;Благовещенский государственный педагогический университет;;;18 969,80;0,00;0,00;0,00;2 903,40;4 531,90;0
23;Братский государственный университет;;;267,90;265,00;181,90;281,40;335,40;368,90;138,8
24;Брянская государственная инженерно-технологическая академия;;;1 175,50;1 870,80;1 436,50;3 669,70;9 743,30;11 826,60;8411,1
25;Брянский государственный технический университет;;;0,00;0,00;0,00;0,00;0,00;44,00;13670,1
26;Брянский государственный университет имени академика И.Г. Петровского.;;;0,00;0,00;10,60;0,00;0,00;8 748,20;8753
27;Бурятский государственный университет;;;5 761,20;9 156,10;17 258,20;10 545,70;9 076,40;10 943,10;8290,1
28;Владивостокский государственный университет экономики и сервиса;;;40 340,10;50 473,60;41 985,50;47 830,80;61 287,80;72 882,70;77833,6
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;;;24 276,70;30 385,30;188,60;229,50;332,50;553,30;133,1
33;Волгоградский государственный архитектурно-строительный университет;;;2 426,30;;;;;;
34;Волгоградский государственный социально-педагогический университет;;;12 827,00;;14 768,80;18 896,30;28 748,00;21 221,50;22798,8
35;Волгоградский государственный технический университет;;;28 202,10;35 512,20;47 913,40;52 143,80;62 929,20;176 778,40;97795,8
36;Волгоградский государственный университет;;;4 906,50;29 231,90;6 554,10;11 082,70;19 070,20;23 982,30;33628,8
39;Вологодский государственный университет;;;0,00;0,00;0,00;0,00;0,00;0,00;0
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;;;0,00;0,00;230,90;0,00;41 190,30;50 200,70;47341,9
41;Воронежский государственный университет инженерных технологий;;;0,00;0,00;0,00;0,00;0,00;48 151,00;19555,9
42;Воронежский государственный архитектурно-строительный университет;;;7 944,30;;;;;;
43;Воронежский государственный педагогический университет;;;0,00;0,00;0,00;0,00;0,00;0,00;0
44;Воронежский государственный технический университет;;;0,00;0,00;15 157,90;22 936,70;37 723,70;54 321,60;50375,4
45;Воронежский государственный университет ;;;156,90;0,00;17 637,60;145,20;2 426,40;0,00;0
46;Восточно-Сибирский государственный университет технологий и управления;;;8 558,50;10 338,10;9 494,10;8 324,70;4 876,30;9 703,80;12026
48;Высшая школа народных искусств (институт);;;0,00;0,00;0,00;0,00;0,00;0,00;0
49;Вятский государственный гуманитарный университет;;;5 079,50;;;;;;
50;Вятский государственный университет;;;357,00;9 540,40;9 023,80;11 309,70;12 563,10;14 710,90;34524,5
51;Гжельский государственный художественно-промышленный институт;;;740,90;1 885,90;2 588,60;2 896,30;3 628,00;10 566,60;10957,6
52;Глазовский государственный педагогический институт имени В.Г. Короленко;;;0,00;0,00;0,00;441,90;3 487,90;2 704,80;2720,3
53;Горно-Алтайский государственный университет;;;0,00;386,00;1 442,00;1 211,00;1 304,70;928,60;1205,1
54;Государственная академия славянской культуры;;;0,00;;;;;;
55;Государственная классическая академия имени Маймонида;;;;;;;;;
56;Государственная полярная академия;;;0,00;;;;;;
57;Государственный академический университет гуманитарных наук;;;0,00;0,00;0,00;0,00;0,00;0,00;0
58;Государственный институт русского языка им. А.С. Пушкина;;;61 490,80;15 287,90;50 729,70;1 448,00;2 397,20;10 166,50;370,8
59;Национальный исследовательский технологический университет МИСиС;;;33 654,80;21 851,10;57 978,20;50 521,00;56 833,70;63 179,80;39980,3
60;Государтвенный университет управления;;;0,00;407,10;161,00;0,00;0,00;725,00;176
61;Грозненский государственный нефтяной технический университет имени академика М.Д. Миллионщикова;;;0,00;0,00;0,00;0,00;0,00;0,00;0
62;Дагестанский государственный педагогический университет;;;0,00;0,00;0,00;0,00;0,00;0,00;0
63;Дагестанский государственный технический университет;;;1 496,30;5 107,20;5 208,20;4 234,70;6 901,40;8 255,40;5987,9
64;Дагестанский государственный университет;;;0,00;5 315,20;7 258,00;3 941,70;5 385,90;2 721,50;8273,9
66;Приамурский государственный университет имени Шолом-Алейхема;;;2 296,40;2 956,10;3 266,60;3 856,40;1 346,40;4 999,40;3713,9
67;Дальневосточный государственный гуманитарный университет;;;;;;;;;
70;Донской государственный технический университет;;;0,00;0,00;21 785,40;29 235,10;50 353,50;56 589,10;77142,8
72;Елецкий государственный университет им. И.А. Бунина;;;3 766,70;3 559,80;3 097,00;1 603,10;4 037,20;3 750,90;5719
76;Ивановский государственный университет;;;6 891,00;11 897,70;10 906,40;11 533,40;19 502,00;23 181,00;18725
77;Ивановский государственный химико-технологический университет;;;6 067,30;6 896,00;5 575,10;10 260,70;11 939,30;16 387,80;15257,7
78;Ивановский государственный энергетический университет имени В.И. Ленина;;;174,90;4 408,80;70,90;481,60;3 810,00;660,80;5269,4
79;Ижевский государственный технический университет имени М.Т. Калашникова;;;5 401,30;40,80;13 424,00;19 100,40;18 298,90;24 831,90;30817,1
80;Ингушский государственный университет;;;0,00;0,00;0,00;0,00;0,00;0,00;0
82;Иркутский национальный исследовательский технический университет;;;0,00;46 712,40;358,90;22 656,40;37 537,70;88 623,90;94418,1
83;Иркутский государственный университет;;;20 163,70;23 083,10;41 796,40;41 260,90;39 429,30;62 009,20;36646,7
85;Кабардино-Балкарский государственный университет им. Х.М. Бербекова;;;6 274,90;7 170,00;15 328,50;46 854,80;7 660,00;25 669,60;3562,5
86;Казанский государственный архитектурно-строительный университет;;;0,00;8 183,60;0,00;713,10;1 996,40;2 245,50;16459
87;Казанский национальный исследовательский технический университет им. А.Н.Туполева-КАИ;;;2 283,10;264,60;1 428,50;44 961,40;1 549,80;3 755,80;776,9
88;Казанский национальный исследовательский технологический университет;;;51 595,30;4 868,40;63 997,80;50 891,20;64 072,20;134 593,50;157164,6
91;Казанский государственный энергетический университет;;;9 214,70;9 834,50;13 384,40;15 363,50;18 566,50;19 309,20;17058,9
92;Калмыцкий государственный университет;;;4 822,40;7 236,20;11 206,30;17 111,10;29 743,80;38 122,50;38140,9
93;Калужский государственный университет им. К.Э. Циолковского;;;0,00;13 925,30;3 154,90;4 425,90;6 087,00;10 371,70;16352,6
95;Камчатский государственный университет имени Витуса Беринга;;;0,00;0,00;0,00;0,00;0,00;0,00;
96;Северо-Кавказская государственная гуманитарно-технологическая академия;;;0,00;0,00;0,00;0,00;0,00;0,00;87404,7
97;Карачаево-Черкесского государственного университета имени У.Д. Алиева;;;0,00;0,00;0,00;0,00;0,00;0,00;0
99;Кемеровский государственный университет;;;609,40;0,00;2 385,70;0,00;4 262,40;4 335,60;3878,7
100;Кемеровский технологический институт пищевой промышленности;;;645,60;981,00;55,80;0,00;;;
101;Ковровская государственная технологическая академия имени В.А.Дегтярева;;;459,40;0,00;0,00;0,00;0,00;0,00;0
103;Комсомольский-на-Амуре государственный технический университет;;;0,00;0,00;4 091,00;4 784,60;0,00;0,00;0
104;Костромской государственный технологический университет.;;;0,00;0,00;0,00;0,00;0,00;0,00;0
105;Костромской государственный университет имени Н.А. Некрасова;;;718,00;;;;;;
106;Красноярский государственный педагогический университетим. В.П. Астафьева;;;5 332,00;6 416,90;12 392,50;7 121,50;15 159,10;14 197,70;15920,3
108;Кубанский государственный технологический университет;;;9 453,80;11 926,30;12 137,60;22 341,40;24 330,20;32 029,60;47088,9
109;Кубанский государственный университет;;;14 890,90;19 854,30;28 459,60;35 726,10;37 064,20;55 640,70;56466,8
111;Кузбасский государственный технический университет имени Т.Ф.Горбачева;;;0,00;0,00;0,00;0,00;0,00;0,00;1928,2
112;Курганский государственный университет;;;2 876,70;3 062,80;5 718,90;3 788,60;5 170,00;6 146,90;3513,9
113;Юго-Западный государственный университет;;;12 854,30;18 994,30;24 172,00;33 162,00;42 385,50;49 399,10;44906,7
