miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;;6,93;7,44;7,25;6,77;5,77;5,2;4,72;4,99
2;Алтайская государственная педагогическая академия;;3,89;3,76;3,48;4,01;3,79;3,37;3,18;3,23
3;Алтайский государственный технический университет им. И.И. Ползунова;;4,93;4,53;4,62;4,55;5,29;4,92;4,75;4,9
4;Алтайский государственный университет;;6,07;6,03;5,76;4,81;4,12;4,06;3,95;3,77
5;Амурский государственный университет;;6,37;4,8;5,1;5,11;5,15;4,95;5,07;4,98
6;Амурский гуманитарно-педагогический государственный университет;;3,46;3,72;3,82;4,19;3,93;3,97;3,38;2,76
7;Ангарская государственная техническая академия;;3,57;3,76;4,31;4,66;4,06;3,9;3,86;3,65
9;Армавирская государственная педагогическая академия;;2,78;3,17;3,28;3,57;3,4;3,57;3,28;3,34
11;Астраханский государственный университет;;4,37;4,64;4,52;4,64;4,21;3,91;3,74;3,84
12;Байкальский государственный университет экономики и права;;4,03;4,02;4,06;3,75;3,8;3,15;3,03;3,22
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;;6,33;6,29;5,92;5,06;4,51;4,6;4,43;4,03
14;Башкирский государственный педагогический университет им. М. Акмуллы;;4,45;4,64;4,32;3,67;3,01;2,78;2,94;2,94
15;Башкирский государственный университет;;6,17;5,3;5,11;5,07;4,84;4,63;4,45;4,67
16;Белгородский государственный технологический университет им. В.Г. Шухова;;3,5;3,73;3,85;3,93;3,93;4,09;4,38;4,76
17;Белгородский государственный национальный исследовательский университет;;5,01;5,08;5,38;5,44;5,07;5,11;5,07;5,04
19;Алтайская государственная академия образования имени В.М. Шукшина;;3,83;4,29;4,08;4,01;3,32;2,99;2,64;2,42
21;Благовещенский государственный педагогический университет;;5,46;4,21;4,93;4,07;4,6;4,32;4,6;3,6
23;Братский государственный университет;;4,21;4,74;4,86;5,05;5,12;4,91;4,44;4,26
24;Брянская государственная инженерно-технологическая академия;;4,59;4,71;5,06;4,95;4,76;4,32;4,28;4,31
25;Брянский государственный технический университет;;3,92;4,23;4,09;4,22;4,36;4,7;4,72;4,75
26;Брянский государственный университет имени академика И.Г. Петровского.;;4,33;4,57;4,38;4,21;3,77;3,7;3,71;3,65
27;Бурятский государственный университет;;5,35;5,43;4,97;5,33;5,14;4,84;4,34;4,52
28;Владивостокский государственный университет экономики и сервиса;;2,31;2,34;3,12;3,15;3,02;2,99;2,98;2,98
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;;3,87;3,95;3,94;3,84;3,7;3,64;3,53;3,62
33;Волгоградский государственный архитектурно-строительный университет;;4,56;4,3;;;;;;
34;Волгоградский государственный социально-педагогический университет;;5,27;5,85;;5,78;5,32;3,78;3,45;3,39
35;Волгоградский государственный технический университет;;4,2;4,65;4,31;4,54;4,37;3,96;3,97;3,95
36;Волгоградский государственный университет;;6,03;5,43;5,73;5,77;5,19;5,01;5,23;5,38
39;Вологодский государственный университет;;3,21;4,07;4,29;3,97;4;4,27;4,33;3,99
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;;4,28;4,33;4,37;4,27;3,6;3,81;3,84;3,04
41;Воронежский государственный университет инженерных технологий;;5,31;5,07;4,55;4,55;3,99;3,88;4,02;3,94
42;Воронежский государственный архитектурно-строительный университет;;5,56;5,08;;;;;;
43;Воронежский государственный педагогический университет;;4,75;4,6;4,51;4,07;3,9;3,56;3,56;3,52
44;Воронежский государственный технический университет;;4,92;5,39;5,75;4,66;4,55;4,73;4,66;4,33
45;Воронежский государственный университет ;;5,7;6,16;6,58;6,12;6,05;5,85;5,86;5,54
46;Восточно-Сибирский государственный университет технологий и управления;;4,43;4,94;5,32;5,79;3,94;3,51;3,59;3,5
48;Высшая школа народных искусств (институт);;20,39;19,33;12,1;13,11;11,06;11,08;10,91;11,7
49;Вятский государственный гуманитарный университет;;4,14;3,1;;;;;;
50;Вятский государственный университет;;4,33;4,24;3,58;3,64;3,05;3,05;2,94;2,98
51;Гжельский государственный художественно-промышленный институт;;3,07;2,68;2,34;2,47;2,61;2,14;1,84;1,96
52;Глазовский государственный педагогический институт имени В.Г. Короленко;;7,14;5,58;4,36;4,44;4,18;3,96;3,46;3,78
53;Горно-Алтайский государственный университет;;5,26;5,94;5,76;6,78;6,39;5,62;5,46;4,57
54;Государственная академия славянской культуры;;6,39;6,27;;;;;;
55;Государственная классическая академия имени Маймонида;;16,53;;;;;;;
56;Государственная полярная академия;;;4;;;;;;
57;Государственный академический университет гуманитарных наук;;2,19;2,51;4,69;5,18;5,16;5,63;4,56;4,43
58;Государственный институт русского языка им. А.С. Пушкина;;21,15;14,95;13,97;13,79;14,9;12,59;10,65;8,46
59;Национальный исследовательский технологический университет МИСиС;;9,92;8,02;8,04;7,25;6,79;6,32;6,04;5,69
60;Государтвенный университет управления;;4,79;3,31;3,78;3,77;3,81;3,49;3,23;2,77
