miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;;15,85;16,89;16,4;15,9;15,97;16,27;17,76;17,88
2;Алтайская государственная педагогическая академия;;11,52;11,45;11,43;11,2;11,28;11;10,94;9,77
3;Алтайский государственный технический университет им. И.И. Ползунова;;10,65;11,08;11,33;10,95;13,5;10,24;10,54;10,76
4;Алтайский государственный университет;;13,37;15,23;16,21;16,72;17,26;17,03;16,63;15,65
5;Амурский государственный университет;;10,35;10,75;10,26;9,49;11,14;11,6;11,58;10,92
6;Амурский гуманитарно-педагогический государственный университет;;9,97;8,5;8,57;7,79;8,75;11,09;10;10,35
7;Ангарская государственная техническая академия;;10,37;11,01;13,95;15,28;13,99;12,47;12,33;14,2
9;Армавирская государственная педагогическая академия;;11,27;13,32;12,71;12,84;12,93;12,12;12,01;11,88
11;Астраханский государственный университет;;16,1;16,14;16,05;15,3;17,32;15,9;15,29;15,25
12;Байкальский государственный университет экономики и права;;15,3;12,65;14,05;14,7;15,11;13,22;11,64;12,77
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;;13,15;11,54;11,37;10,74;10,47;8,51;8,93;8,75
14;Башкирский государственный педагогический университет им. М. Акмуллы;;13,57;18,05;18,5;19,02;17,13;18,13;18,24;15,9
15;Башкирский государственный университет;;22,28;21,68;21,65;23,03;20,67;20,59;20,38;20,97
16;Белгородский государственный технологический университет им. В.Г. Шухова;;19,6;18,84;18,85;17,07;17,19;14,79;14,79;14,8
17;Белгородский государственный национальный исследовательский университет;;13,83;15,58;16,42;16,07;19,05;18,84;17,96;18,09
19;Алтайская государственная академия образования имени В.М. Шукшина;;7,12;10,3;11,72;14,78;11,14;11,55;11,74;10,18
21;Благовещенский государственный педагогический университет;;7,63;7,47;9,57;9,24;9,03;9,27;8,87;9,86
23;Братский государственный университет;;9,81;10,16;11,75;11,42;11,22;9,45;10,35;9,79
24;Брянская государственная инженерно-технологическая академия;;11,13;11,86;12,88;13,51;12,59;9,8;9,1;9,76
25;Брянский государственный технический университет;;10,03;11,03;11,54;12,11;13,01;12,51;13,3;12,71
26;Брянский государственный университет имени академика И.Г. Петровского.;;12,17;12,88;12,23;13,83;15,27;14,91;16,04;15,41
27;Бурятский государственный университет;;16,26;17,83;17,29;16,57;17,62;17,86;17,96;18,08
28;Владивостокский государственный университет экономики и сервиса;;10,01;10,96;9,63;9,34;11,99;12,5;12,42;10,8
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;;11,01;11,74;12,59;13,28;13,2;13,5;13,88;13,08
33;Волгоградский государственный архитектурно-строительный университет;;11,26;12,84;;;;;;
34;Волгоградский государственный социально-педагогический университет;;15;16,04;;16,27;16,95;18,65;18,97;17,74
35;Волгоградский государственный технический университет;;14,36;16,88;17,82;17,1;15,51;16,65;17,89;16,57
36;Волгоградский государственный университет;;18,69;20,92;20,23;19,3;18,03;21,35;21,29;19,92
39;Вологодский государственный университет;;9,14;9,55;9,09;9,49;10,36;11,48;9,88;9,47
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;;13,86;16,33;19,98;20,73;21,06;18,23;19,21;18,82
41;Воронежский государственный университет инженерных технологий;;15,21;17,18;15,9;15,96;18,48;18,95;19,62;19,64
42;Воронежский государственный архитектурно-строительный университет;;14,58;13,11;;;;;;
43;Воронежский государственный педагогический университет;;12,04;11,11;11,9;11,92;12,77;12,24;11,71;11,81
44;Воронежский государственный технический университет;;18,18;18,13;17,98;16;19,01;18,9;18,82;16,81
45;Воронежский государственный университет ;;18,96;20,66;20,91;20,72;21,22;21,33;21,39;20,31
46;Восточно-Сибирский государственный университет технологий и управления;;13,58;14,66;16;15,78;18,47;15,87;14,7;15,32
48;Высшая школа народных искусств (институт);;17,28;18,11;24,56;20,69;19,23;23,53;22,22;14,11
49;Вятский государственный гуманитарный университет;;12,6;12,9;;;;;;
50;Вятский государственный университет;;9,2;8,2;10,36;10,65;11,12;10,47;10,66;10,59
51;Гжельский государственный художественно-промышленный институт;;17,78;24,72;25,62;27,83;17,8;17,26;18,68;18,46
52;Глазовский государственный педагогический институт имени В.Г. Короленко;;8,7;8,98;10,61;12,52;12,48;11,33;12,06;9,15
53;Горно-Алтайский государственный университет;;10,7;10,06;7,86;9,56;7,32;8,44;6,76;7,56
54;Государственная академия славянской культуры;;9,7;10,2;;;;;;
55;Государственная классическая академия имени Маймонида;;21,09;;;;;;;
56;Государственная полярная академия;;;16,48;;;;;;
