miccedu_id;clear_name;ind_2013_value;ind_2014_value;ind_2015_value;ind_2016_value;ind_2017_value;ind_2018_value;ind_2019_value;ind_2020_value;ind_2021_value
1;Адыгейский государственный университет;;;63,90;98,75;98,45;99,11;99,11;100,00;100
2;Алтайская государственная педагогическая академия;;;88,94;89,18;89,18;100,00;100,00;100,00;100
3;Алтайский государственный технический университет им. И.И. Ползунова;;;81,07;80,91;81,12;80,82;79,33;79,33;94,14
4;Алтайский государственный университет;;;93,02;100,00;100,00;100,00;100,00;100,00;100
5;Амурский государственный университет;;;95,39;99,21;85,50;85,84;86,73;88,18;89,74
6;Амурский гуманитарно-педагогический государственный университет;;;64,23;64,47;69,68;72,69;72,80;69,23;67,96
7;Ангарская государственная техническая академия;;;53,04;54,95;78,71;82,00;81,85;84,59;84,43
9;Армавирская государственная педагогическая академия;;;51,34;63,87;66,21;64,58;65,73;66,24;66,17
11;Астраханский государственный университет;;;96,23;89,10;85,21;87,77;87,21;84,79;88,71
12;Байкальский государственный университет экономики и права;;;100,00;100,00;100,00;100,00;100,00;100,00;100
13;Балтийский государствнный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;;;61,99;45,67;39,44;38,44;56,54;74,55;80,7
14;Башкирский государственный педагогический университет им. М. Акмуллы;;;100,00;100,00;100,00;100,00;100,00;100,00;100
15;Башкирский государственный университет;;;62,29;61,84;60,88;62,47;100,00;100,00;99,85
16;Белгородский государственный технологический университет им. В.Г. Шухова;;;97,34;97,52;97,61;96,57;96,70;96,90;98,39
17;Белгородский государственный национальный исследовательский университет;;;85,30;82,62;94,87;86,06;88,82;74,03;75,61
19;Алтайская государственная академия образования имени В.М. Шукшина;;;90,47;91,30;91,34;91,22;91,38;99,09;99,6
21;Благовещенский государственный педагогический университет;;;95,51;97,58;97,62;97,65;99,77;99,75;99,38
23;Братский государственный университет;;;74,94;70,61;66,77;67,01;71,23;69,97;69,23
24;Брянская государственная инженерно-технологическая академия;;;95,79;96,65;98,25;64,89;66,28;99,14;100
25;Брянский государственный технический университет;;;71,12;65,88;65,60;71,77;69,83;70,07;72,38
26;Брянский государственный университет имени академика И.Г. Петровского.;;;69,73;75,65;76,68;83,94;84,93;85,90;99,03
27;Бурятский государственный университет;;;98,57;81,38;81,09;79,63;80,83;80,19;81,64
28;Владивостокский государственный университет экономики и сервиса;;;70,13;84,08;86,17;84,97;84,80;91,74;96,86
30;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;;;70,04;67,69;67,96;100,00;100,00;100,00;100
33;Волгоградский государственный архитектурно-строительный университет;;;95,81;;;;;;
34;Волгоградский государственный социально-педагогический университет;;;100,00;;100,00;100,00;100,00;100,00;100
35;Волгоградский государственный технический университет;;;58,71;58,28;61,28;59,82;67,94;68,01;70,02
36;Волгоградский государственный университет;;;83,01;86,04;89,11;92,22;95,17;92,86;93,49
39;Вологодский государственный университет;;;81,15;79,99;80,25;77,99;100,00;100,00;100
40;Воронежский государственный лесотехнический университете имени Г.Ф. Морозова;;;95,95;90,96;90,28;100,00;99,45;99,54;98,51
41;Воронежский государственный университет инженерных технологий;;;97,32;7,94;96,35;99,90;99,90;99,82;99,74
42;Воронежский государственный архитектурно-строительный университет;;;93,17;;;;;;
